dialogue_id,query,ground_truth_response
8985, it is not so much what you drink that really counts , as where and how you drink . 
8109, not those . The ones on the shelf .   These ?   Yes , please .   Here you are .   Thanks . 
7555, Park Street .   Oh , yes . I know where it is . 
2606, no . I don't think I'm in that good form .   It's a pity.Say , how about a place near enough ?   To where exactly ?   New England .   That's still too far for me . 
8095,No dialogue,No response
2255, race , or religion.Any student wishing to attend the public schools may do so . 
8180, Marilyn Peters .   And what's the number you are calling ?   It's London , 9981-6432 .   And your name and number ?   My name's Ron Smith and the phone number is 356-2210 .   Hang up and I'll call you back in a few minutes . 
5296,Do you have cruise tours ?   Yes , sir . We have the all-inclusive luxury cruise . Maybe you would like to look at the itinerary .   Sure . That's really amazing . However I don't have so much time . Do you have a full day cruise ?   Yes . What about this one ? 
4719, I am looking for a woman named Mia .   I think I am who you are looking for . You have got to be Rubin .   That would be me !   Rubin ! Karen and Mike have spoken about you so often that I feel like I've met you before .   I hope that what they had to say was mostly good !   They only said wonderful things about you . You did a good job of finding me .   Finding the beautiful woman in a red dress next to the fountain wasn't all that hard .   Yes , I guess it was a choice of me or the pigeons !   I was hoping that we could take a walk down the street to my favorite cafe .   Lunch sounds great ! Let's head on out ! 
7703,000 yuan into my account .   Would you please fill in a deposit form first ? Please write down your name , your account number and the amount you want to put in .   OK . I wonder about the rate of interest of the account .   Interest is paid at the rate of 1 % per annum at present . And it is added to your account every year .   Thank you very much .   My pleasure . 
8591, sir . How much luggage do you have ?   Well , two big suitcases and two small bags .   I'll send someone up right away . 
9075, G-R-E-E-N , but just call me Mary .   OK . I'm Dick .   Glad to meet you . 
2675,No dialogue,No response
3063, do you know any mystery belief serve the festival ?   Such as ?   You know why fire crackers are set off in festival .   Why ? To welcome the new year of course ?   And also to frighten away evil spirits .   Really ?   And my parents say the whole year will be as good or as bad as new year day itself and bad or rude words on the day will bring a bad year .   Oh , that's why my parents never scold me that day . They always try to avoid tears and quarrels . 
3175,No dialogue,No response
5050, just ask .   Um ... well , where's the men's shoe department ?   It's on the third floor . Turn left when you get off the escalator . 
600,The question is easy for everybody.Don ' t you think so ?   Yeah , it's very easy . But it's above Nick's head   Why do you say so ?   He's always confused by easy questions . 
6727,Hurry up , will you ?   What's the rush ? 
8190, Mikel , trust me . 
5051, it looks really nice on you . Where did you buy it from ?   I bought it from the Macy's at the Santa Anita mall .   I really like that outfit .   Thanks . I think you look nice today , too .   Thank you . I just bought these new shoes earlier today .   Those are nice . What are they ?   These are some Chucks .   Those are great . How much were they ?   I got them for forty .   I think I might go and find me my own pair of Chucks . 
1280,Let ’ s go to the seashore on Saturday .   Yes ! Let ’ s go sailing and water skiing . That ’ s so exciting .   It ’ s expensive , too . Let ’ s just sit in the sun and go swimming instead .   Yes . Let ’ s sleep on the sand . That ’ s most exciting ! 
3232,Our house is too small . We had better have a big one .   How could we ever manage to buy a big house when we are always living beyond our means ?   Shut up . You should think how to make fortunes , not look for a squabble . 
4845, so that I don't spend too much money .   How much money can you spend ?   I can only spend $ 300 a month .   Why only $ 300 ?   I need to save the rest .   For what ?   I need to pay my bills .   Your budget is a good idea .   I know . It's going to save me a lot of money , I hope . 
2484, I should put on car key and simple shirt .   Whatever you choose , make sure they are neat and clean . 
2352, I think so . Can you say it again ?   Laptop .   Laptop . Did I pronounce that correctly ?   Yes , that's right . That's very good .   Thanks . And this word ? How do you pronounce this ?   That word is pronounced kitchen .   Thanks so much . You're a good teacher .   Thanks . 
8005, then you should probably take that up with your post office .   Can I get an extension on my bill if it does happen to be the post office's fault ?   If that's the case , you will need to provide proof of their mistake .   Thanks for everything .   Don't mention it . Call back if you have any more questions . 
